SID,Ticker,Exchange,Name,Price,Ask,Bid,DayLow,DayHigh,Volume,MarketOpen,MarketClose,FiftyTwoWeekLow,FiftyTwoWeekHigh,FiftyDayAverage,FiftyTwoWeekChange,TwoHundredDayAverage,AverageVolume,TenDayAverageVolume,Country,Sector,Industry,LastDividendValue,PayoutRatio,ProfitMargins,FloatShares,ShortShares,ShortSharesMonthAgo,Employees,BookValue,EarningsQuarterlyGrowth,NetIncomeToCommon,SharesOutstanding,ShortRatio,Market,LongBusinessSummary
8962,ARCT,NGM,Arcturus Therapeutics Holdings Inc.,81.990,79.250,78.600,74.127,82.754,1156193,81.990,80.420,8.510,129.710,74.799,NULL,60.210,2009570,1303300,United States,Healthcare,Biotechnology,NULL,0.000,0.000,18431291,3418090,1607990400,88,10.6910,NULL,-52033000.00,24493100,1.090,us_market,"Arcturus Therapeutics Holdings Inc., an RNA medicines company, focuses on the treatment of liver and respiratory care diseases. The company engages in the discovery and development of RNA medicines, including the production of RNA drug substance and nanoparticle-formulated drug product; and development of infectious disease vaccines using its Self-Transcribing and Replicating RNA (STARR) technology. Its preclinical drug discovery and development programs include LUNAR-OTC development program that is developing mRNA compounds to treat ornithine transcarbamylase (OTC) deficiency; LUNAR-CF program, which is developing mRNA compounds to replace dysfunctional cystic fibrosis transmembrane conductance regulator (CFTR) protein in cystic fibrosis (CF) patients; and LUNAR-CV and LUNAR-MD that are internal research programs focused on target validation of multiple pipeline LUNAR-mRNA program candidates. The company owns LUNAR and nucleic acid technologies that are covered by a patent portfolio of 182 patents and patent applications, issued in the United States, China, Europe, Japan, and other countries. It has collaboration partnerships with Ultragenyx Pharmaceutical, Inc. to develop mRNA therapeutic candidates for certain rare disease targets; Millennium Pharmaceuticals, Inc. (Takeda) to develop a nucleic acid-based therapeutic candidate for the treatment of nonalcoholic steatohepatitis; Janssen Pharmaceuticals, Inc. to develop nucleic acid-based therapeutic candidates for the treatment of hepatitis B virus infection; CureVac AG; Singapore Economic Development Board and Duke-NUS Medical School to develop LUNAR-COV19, a vaccine to address the Coronavirus outbreak; and Catalent, Inc. to support the expected manufacture of Arcturus' COVID-19 mRNA vaccine candidate (LUNAR-COV19. Arcturus Therapeutics Holdings Inc. was founded in 2013 and is headquartered in San Diego, California."
8963,ARD,NYQ,Ardagh Group S.A.,17.630,0.000,0.000,17.475,18.160,62223,17.630,17.470,9.200,21.540,17.566,NULL,16.014,93250,60116,Luxembourg,Consumer Cyclical,Packaging & Containers,NULL,NULL,0.222,18402678,108235,1607990400,16000,-1.5230,NULL,-163000000.00,18660000,1.150,us_market,"Ardagh Group S.A., together with its subsidiaries, manufactures and supplies rigid packaging solutions primarily for the food and beverage markets worldwide. The company operates through four segments: Metal Beverage Packaging Europe, Metal Beverage Packaging Americas, Glass Packaging Europe, and Glass Packaging North America. Its products include metal beverage cans and glass containers. The company is also involved in glass engineering, business, which include design and supply of glass packaging machinery and spare parts; and the provision of technical assistance to third party users. The company was formerly known as Ardagh Finance Holdings S.A. and changed its name to Ardagh Group S.A. in February 2017. The company was founded in 1932 and is based in Luxembourg City, Luxembourg. Ardagh Group S.A. is a subsidiary of ARD Finance S.A."
8964,ARDC,NYQ,"Ares Dynamic Credit Allocation Fund, Inc.",14.670,0.000,0.000,14.670,14.770,85482,14.670,14.630,8.100,15.910,14.376,NULL,13.210,89020,97933,United States,Financial Services,Asset Management,NULL,1.573,0.000,NULL,37973,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8965,ARDS,NCM,"Aridis Pharmaceuticals, Inc.",7.357,7.310,6.600,7.033,7.290,1059,7.357,7.120,3.800,10.180,6.688,NULL,6.966,13591,21050,United States,Healthcare,Biotechnology,NULL,0.000,0.000,6338288,8189,1607990400,25,-1.2660,NULL,-22158000.00,10065700,0.520,us_market,"Aridis Pharmaceuticals, Inc., a late-stage biopharmaceutical company, focuses on the discovery and development of targeted immunotherapy using fully human monoclonal antibodies (mAb) to treat life-threatening infections. Its lead product candidate is AR-301, a fully human mAb of immunoglobulin 1 (IgG1) that is in Phase III pivotal trials for the treatment of lung infections resulting from S. aureus alphatoxin. The company is also developing AR-105, a fully human IgG1 mAb, which is in Phase II trials to target gram-negative bacteria P. aeruginosa; AR-101, a human IgM mAb, which is in Phase II clinical trials for the treatment of hospital-acquired pneumonia (HAP)and ventilator-associated pneumonia (VAP) caused by P. aeruginosa serotype O11; AR-401 that is in preclinical stage to treat infections caused by Acinetobacter baumannii; AR-201, a fully human IgG1 mAb preclinical program for respiratory syncytial virus; and AR-501, an anti-infective therapy, which is in Phase I/IIa clinical trial to manage chronic lung infections in cystic fibrosis patients and acute pneumonia in HAP and VAP patients. Aridis Pharmaceuticals, Inc. was founded in 2003 and is headquartered in San Jose, California."
8966,ARDX,NGM,"Ardelyx, Inc.",7.050,7.150,6.750,6.760,7.082,578802,7.050,6.960,4.220,8.815,6.909,NULL,6.053,693156,961000,United States,Healthcare,Biotechnology,NULL,0.000,0.000,58543277,4529682,1607990400,88,1.4550,NULL,-85227000.00,90248496,5.940,us_market,"Ardelyx, Inc., a biopharmaceutical company, develops and sells medicines for the treatment of cardiorenal diseases in the United States and internationally. The company's lead product candidate is tenapanor, which has completed Phase 3 clinical trial for the treatment of patients with irritable bowel syndrome with constipation, as well as in Phase 3 clinical trial for the treatment of hyperphosphatemia in end-stage renal disease patients on dialysis. It also develops RDX013, a small molecule potassium secretagogue program for the treatment of patients with hyperkalemia. The company was formerly known as Nteryx, Inc. and changed its name to Ardelyx, Inc. in June 2008. Ardelyx, Inc. was founded in 2007 and is headquartered in Fremont, California."
8967,ARE,NYQ,"Alexandria Real Estate Equities, Inc.",168.940,0.000,0.000,166.450,170.510,739355,168.940,169.560,109.220,179.790,170.878,NULL,166.641,927967,826683,United States,Real Estate,REIT—Office,NULL,0.954,0.409,132016900,6211459,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8968,AREC,NCM,American Resources Corporation,3.400,3.550,3.460,3.120,4.290,91792712,3.400,2.510,0.364,4.930,2.108,NULL,1.649,2093183,2485266,United States,Basic Materials,Coking Coal,NULL,0.000,0.000,16222238,442926,1607990400,10,-1.1820,NULL,-41876692.00,35602400,0.220,us_market,"American Resources Corporation supplies raw materials for the global infrastructure marketplace. The company focuses on the extraction and processing of metallurgical carbon used in steelmaking. It has a portfolio of operations located in the Central Appalachian basin of eastern Kentucky and southern West Virginia. The company was founded in 2006 and is headquartered in Fishers, Indiana."
8969,ARES,NYQ,Ares Management Corporation,46.900,0.000,0.000,46.900,48.990,449592,46.900,46.420,20.200,49.860,47.108,NULL,43.354,557766,403766,United States,Financial Services,Asset Management,NULL,2.452,0.072,118597875,1013814,1607990400,1336,5.8640,0.43,79890000.00,143832000,1.490,us_market,"Ares Management Corporation operates as an alternative asset manager in the United States, Europe, and Asia. The company's Tradable Credit Group segment manages various types of investment funds, such as commingled and separately managed accounts for institutional investors, and publicly traded vehicles and sub-advised funds for retail investors in the tradable and non-investment grade corporate credit markets. Its Direct Lending Group segment provides financing solutions to small-to-medium sized companies. The company's Private Equity Group segment focuses on majority or shared-control investments primarily in under-capitalized companies. Its Real Estate Group segment invests in new developments and the repositioning of assets, with a focus on control or majority-control investments; and originates and invests in a range of self-originated financing opportunities for middle-market owners and operators of commercial real estate. The firm was previously known as Ares Management, L.P. Ares Management Corporation was founded in 1997 and is headquartered in Los Angeles, California with additional offices in the United States, Europe and Asia. Ares Management GP LLC is the general partner of the company."
8970,ARGO,NYQ,"Argo Group International Holdings, Ltd.",40.670,0.000,41.240,40.010,41.360,91011,40.670,40.670,25.000,67.990,43.978,NULL,38.730,133077,139316,Bermuda,Financial Services,Insurance—Property & Casualty,NULL,NULL,-0.085,30200301,421756,1607990400,1447,49.6250,NULL,-160100000.00,34684700,3.770,us_market,"Argo Group International Holdings, Ltd. underwrites specialty insurance and reinsurance products in the property and casualty markets. The company operates in two segments, U.S. Operations and International Operations. The U.S. Operations segment underwrites primary and excess specialty casualty, and commercial multi-peril, as well as contract, product, environmental, and auto liability products; and general, auto, management, errors and omissions, and public entity liability, as well as workers compensation, and surety and inland marine risks. This segment distributes its products through a network of wholesale agents and brokers. Its International Operations segment offers coverage for long-tail casualty and general liability; property catastrophe reinsurance, and direct and facultative excess insurance; professional indemnity, directors and officer's liability, and medical malpractice; and North American and international binders, and residential collateral protection for lending institutions. This segment also underwrites risks of general liability, international casualty, and motor treaties; and personal accident, aviation, cargo, yachts, and onshore and offshore marine insurance. This segment distributes its products through brokers and third-party intermediaries. Argo Group International Holdings, Ltd. is headquartered in Pembroke, Bermuda."
8971,ARGT,PCX,Global X MSCI Argentina ETF,30.340,30.600,30.350,30.091,30.480,20958,30.340,30.030,14.120,31.560,30.270,NULL,26.932,16330,18466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8972,ARGX,NMS,argenx SE,320.000,324.380,315.600,318.240,339.525,400604,320.000,317.400,103.750,339.525,296.561,NULL,263.719,162725,207283,Netherlands,Healthcare,Biotechnology,NULL,0.000,0.000,47027472,1100082,1607990400,186,11.9530,NULL,NULL,47108500,8.230,us_market,"argenx SE, a clinical-stage biotechnology company, focuses on developing antibody-based therapies for the treatment of autoimmune diseases, hematology, and cancer. It is developing its lead product candidate, efgartigimod, for the treatment of patients with myasthenia gravis in Phase 3; immune thrombocytopenia in Phase 3; pemphigus vulgaris in Phase 2; chronic inflammatory demyelinating polyneuropathy in Phase 2; and ENHANZE SC in pre-clinical stages. The company is also developing cusatuzumab in Phase 2 clinical stage in hematological cancer indications; and preclinical products, including ARGX-117 with therapeutic potential in both orphan and large autoimmune inflammatory diseases in and ARGX-118 for airway inflammation. Its partnered product candidates include ARGX-112 for treating skin inflammation and ARGX-115 for cancer immunotherapy, which are in Phase 1 clinical stages; and ARGX-116 for the treatment of dyslipidemia and ARGX-114 for treating fibrosis, which are in preclinical stage. The company has strategic partnership with AbbVie S.Ã.R.L. and LEO Pharma A/S; and collaboration agreement with Cilag GmbH International, Staten Biotechnology B.V., and Shire International GmbH. argenx SE was founded in 2008 and is based in Breda, the Netherlands."
8973,ARI,NYQ,"Apollo Commercial Real Estate Finance, Inc.",11.600,0.000,0.000,11.450,11.745,990101,11.600,11.490,4.120,18.760,11.493,NULL,10.023,1189533,1209183,United States,Real Estate,REIT—Mortgage,NULL,6.783,0.473,131089087,2485178,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8974,ARKF,PCX,ARK Fintech Innovation ETF,55.065,0.000,0.000,54.970,55.900,2714351,55.065,54.140,16.940,56.210,51.364,NULL,43.317,1516506,2409666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8975,ARKG,BTS,ARK Genomic Revolution ETF,107.060,0.000,0.000,106.665,108.990,5402354,107.060,104.730,24.000,114.830,102.014,NULL,75.407,4300082,6520100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8976,ARKK,PCX,ARK Innovation ETF,145.300,0.000,0.000,144.930,147.950,7869209,145.300,142.620,33.000,149.850,135.365,NULL,104.756,5341264,7928416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8977,ARKO,NCM,Arko Corp.,9.300,10.000,9.500,9.275,9.900,862816,9.300,9.340,7.577,11.150,8.594,NULL,9.148,545111,788666,United States,Consumer Cyclical,Department Stores,NULL,NULL,-0.008,335104666,746883,NULL,10400,NULL,NULL,NULL,124132000,1.530,us_market,"Arko Corp. operates convenience stores in the United States. It operates through three segments: Retail, Wholesale, and GPM Petroleum. The Retail segment engages in the sale of fuel and merchandise to retail consumers. The Wholesale segment supplies fuel to third-party dealers and consignment agents. The GPM Petroleum segment supplies fuel to sub-wholesalers and bulk purchasers. The company operates approximately 2,950 locations comprising approximately 1,350 company-operated stores and approximately 1,600 dealer sites. Arko Corp. is based in Richmond, Virginia."
8978,ARKOW,NCM,Arko Corp.,1.600,2.000,1.900,1.600,2.100,640543,1.600,1.590,1.600,2.100,NULL,NULL,NULL,NULL,NULL,United States,,,NULL,NULL,-0.008,335104666,NULL,NULL,10400,NULL,NULL,NULL,NULL,NULL,us_market,"Arko Corp. operates convenience stores in the United States. It operates through three segments: Retail, Wholesale, and GPM Petroleum. The Retail segment engages in the sale of fuel and merchandise to retail consumers. The Wholesale segment supplies fuel to third-party dealers and consignment agents. The GPM Petroleum segment supplies fuel to sub-wholesalers and bulk purchasers. The company operates approximately 2,950 locations comprising approximately 1,350 company-operated stores and approximately 1,600 dealer sites. Arko Corp. is based in Richmond, Virginia."
8979,ARKQ,BTS,ARK Autonomous Technology & Robotics ETF,93.540,0.000,0.000,92.210,93.610,1946356,93.540,91.120,26.190,94.270,82.018,NULL,65.144,875798,1685216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8980,ARKR,NGM,Ark Restaurants Corp.,18.780,18.600,18.000,18.000,18.780,25640,18.780,18.700,7.190,23.600,18.138,NULL,12.804,50846,41950,United States,Consumer Cyclical,Restaurants,NULL,NULL,-0.044,1932873,19741,1607990400,786,10.4300,NULL,-4688000.00,3521910,0.300,us_market,"Ark Restaurants Corp., through its subsidiaries, owns and operates restaurants and bars in the United States. As of October 3, 2020, it owned and/or operated 20 restaurants and bars, including 5 facilities located in New York City; 2 in Washington, D.C.; 5 in Las Vegas, Nevada; 3 in Atlantic City, New Jersey; 3 on the east coast of Florida; and 2 on the gulf coast of Alabama, as well as had 17 fast food concepts and catering operations. The company was founded in 1983 and is based in New York, New York."
8981,ARKW,PCX,ARK Next Generation Internet ETF,167.380,0.000,0.000,166.750,169.790,1972943,167.380,164.510,40.495,169.905,154.678,NULL,122.754,1268387,1671116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8982,ARL,NYQ,"American Realty Investors, Inc.",8.960,0.000,8.500,8.935,9.117,4618,8.960,8.810,5.990,14.890,10.567,NULL,9.605,3958,8133,United States,Real Estate,Real Estate—Development,NULL,0.000,0.198,1329677,56284,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8983,ARLO,NYQ,"Arlo Technologies, Inc.",10.290,0.000,0.000,9.000,10.490,2151116,10.290,10.180,1.200,10.490,8.251,NULL,6.079,2081925,1923866,United States,Industrials,Security & Protection Services,NULL,0.000,-0.182,76760899,6213909,1607990400,358,1.7940,NULL,-66426000.00,79037200,4.870,us_market,"Arlo Technologies, Inc. provides smart connected devices to monitor the environments in real-time with a Wi-Fi or a cellular connection in the Americas, Europe, the Middle-East and Africa, and the Asia Pacific regions. It offers Arlo Security Camera, a battery-operated Wi-Fi security camera; Arlo Q and Arlo Q Plus, an indoor wired solution that allow users to monitor their surroundings; Arlo Pro, a battery-operated weather-resistant Wi-Fi camera; Arlo Go, a LTE-enabled wire-free camera that provides untethered mobile security; and Arlo Baby, a baby monitor with air quality and temperature sensors, motion and audio detection, and advanced night vision. The company also offers Arlo Pro 2, a battery-operated weather-resistant Wi-Fi camera with advancements in sound and motion detection; Arlo Audio Doorbell, a smart audio doorbell solution to pair with Arlo camera or Arlo Security Light products; Arlo Chime, a product that plugs into standard wall outlet and pairs with the Arlo Audio Doorbell to play various ringtones or act as a siren; and accessories, such as charging accessories, device mounts, and device skins. In addition, it provides Arlo Ultra, an integrated spotlight and crystal-clear two-way audio with advanced noise cancellations camera; Arlo Pro 3, an integrated spotlight with color night vision camera; and Arlo Video Doorbell, a doorbell camera which delivers direct-to-mobile video calls and personalized alerts. Further, the company offers Arlo app for iOS and Android devices that allow users to connect various devices; and prepaid services, including seven-day cloud video storage with the ability to connect up to five cameras and 90 days of customer support. The company offers its products through retail channels, wholesale distribution and wireless carrier channels, and paid subscription services through in-app purchases. Arlo Technologies, Inc. was incorporated in 2018 and is headquartered in San Jose, California."
8984,ARLP,NMS,"Alliance Resource Partners, L.P.",5.700,6.160,6.050,5.690,6.350,1648908,5.700,5.570,2.630,9.650,5.015,NULL,3.795,697979,896650,United States,Energy,Thermal Coal,NULL,NULL,-0.097,87198682,542538,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8985,ARMK,NYQ,Aramark,35.460,0.000,0.000,35.325,35.930,563911,35.460,34.920,9.650,44.190,36.936,NULL,30.579,1957393,1776750,United States,Consumer Cyclical,Restaurants,NULL,NULL,-0.036,252045679,10300142,1607990400,170750,10.8120,NULL,-461528992.00,253928000,5.680,us_market,"Aramark provides food, facilities, and uniform services to education, healthcare, business and industry, sports, leisure, and corrections clients in the United States and internationally. It operates through three segments: Food and Support Services United States, Food and Support Services International, and Uniform and Career Apparel. The company offers managed services, including dining, catering, food service management, and convenience-oriented retail services; non-clinical support services, such as patient food and nutrition, retail food, and procurement services; and plant operations and maintenance, custodial/housekeeping, energy management, grounds keeping, and capital project management services. It also provides on-site restaurants, catering, convenience stores, and executive dining services; beverage and vending services; and facility management services comprising landscaping, transportation, payment, and other facility consulting services relating to building operations. In addition, the company offers concessions, banquet, and catering services; retail services and merchandise sale, recreational, and lodging services; and facility management services at sports, entertainment, and recreational facilities. Further, the company offers correctional food; and operates commissaries, laundry facilities, and property rooms. Additionally, it provides design, sourcing and manufacturing, delivery, cleaning, maintenance, and marketing services for uniforms and accessories; provides managed restroom services; and rents uniforms, work clothing, outerwear, particulate-free garments, and non-garment items and related services that include mats, shop towels, and first aid supplies. The company was formerly known as ARAMARK Holdings Corporation and changed its name to Aramark in May 2014. Aramark was founded in 1959 and is based in Philadelphia, Pennsylvania."
8986,ARMP,ASE,Armata Pharmaceuticals Inc.,5.990,0.000,0.000,5.225,5.990,106433,5.990,5.500,2.520,10.480,3.342,NULL,3.345,49212,265433,United States,Healthcare,Biotechnology,NULL,0.000,0.000,6295989,104158,1607990400,33,1.3190,NULL,-20143000.00,18701900,3.530,us_market,"Armata Pharmaceuticals Inc., a clinical-stage biotechnology company, focuses on the development of targeted bacteriophage therapeutics for the treatment of antibiotic-resistant infections worldwide. It develops its products using its proprietary bacteriophage-based technology. The company's product candidates includes AP-SA02, which is in Phase 1b/2 clinical trial and AP-SA01 that targets staphylococcus aureus, including multidrug-resistant strains. It is also developing and advancing AP-PA02 that is in Phase 1b/2 clinical trial for treating diseases caused by pseudomonas aeruginosa. The company is headquartered in Marina del Rey, California."
8987,ARMR,PCX,Armor US Equity Index ETF,22.290,0.000,0.000,22.280,22.310,1486,22.290,21.979,13.990,23.690,21.853,NULL,20.316,4966,1816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8988,ARNA,NMS,"Arena Pharmaceuticals, Inc.",77.880,80.830,75.290,77.851,80.000,568355,77.880,76.990,32.950,90.190,76.284,NULL,72.219,675138,499866,United States,Healthcare,Biotechnology,NULL,0.000,0.000,54938827,3647446,1607990400,320,20.1560,NULL,-370884000.00,58164000,6.910,us_market,"Arena Pharmaceuticals, Inc., a biopharmaceutical company, focuses on providing novel medicines with pharmacology and pharmacokinetics to patients worldwide. Its investigational clinical programs include Etrasimod (APD334) that is in Phase III clinical trial for ulcerative colitis, a Phase IIb/III clinical trial for Crohn's disease, and a Phase IIb clinical trial for atopic dermatitis; Olorinab (APD371), which is in Phase IIb clinical trial for the treatment of abdominal pain associated with irritable bowel syndrome; and APD418 that is in Phase I clinical trial for acute heart failure. It also develops ralinepag (APD811), which is in Phase III clinical trial for pulmonary arterial hypertension. The company has collaboration agreements with United Therapeutics Corporation; Everest Medicines Limited; Beacon Discovery; Boehringer Ingelheim International GmbH; and Eisai Co., Ltd. and Eisai Inc. Arena Pharmaceuticals, Inc. was founded in 1997 and is based in San Diego, California."
8989,ARNC,NYQ,Arconic Corporation,26.690,0.000,0.000,26.400,27.220,530170,26.690,26.160,5.800,31.590,28.759,NULL,24.275,871069,720083,United States,Industrials,Specialty Industrial Machinery,NULL,0.000,0.029,97344434,3202185,1607990400,15400,13.5050,NULL,171000000.00,109145000,3.090,us_market,"Arconic Corporation manufactures and sells aluminum sheets, plates, extrusions, and architectural products in the United States, Hungary, Russia, China, France, the United Kingdom, and internationally. It operates through three segments: Rolled Products, Extrusions, and Building and Construction Systems. The Rolled Products segment provides a range of aluminum sheet and plate products for ground transportation, aerospace, industrial, and packaging markets. The Extrusions segment offers extruded products, including aerospace shapes, automotive shapes, seamless tubes, hollows, mortar fins, and high strength rods and bars for ground transportation, aerospace, and industrial markets. The Building and Construction Systems segment provides various products and building envelope solutions, such as entrances, curtain walls, windows, composite panels, and coil coated sheets for fabricators and glazing subcontractors. The company was formerly known as Arconic Rolled Products Corporation and changed its name to Arconic Corporation in Arpil 2020. Arconic Corporation was incorporated in 2019 and is headquartered in Pittsburgh, Pennsylvania."
8990,AROC,NYQ,"Archrock, Inc.",9.300,0.000,0.000,9.060,9.340,640961,9.300,9.060,2.090,10.360,9.185,NULL,7.319,1070162,774583,United States,Energy,Oil & Gas Equipment & Services,NULL,NULL,-0.029,128433745,4719337,1607990400,1700,6.2080,-0.10,-28747000.00,152932000,5.960,us_market,"Archrock, Inc. operates as a midstream energy infrastructure company in the United States. It operates in two segments, Contract Operations and Aftermarket Services. The company offers natural gas compression services to customers in the oil and natural gas industry. It also provides various aftermarket services, such as parts and components; and operation, maintenance, overhaul, and reconfiguration services to customers who own compression equipment. The company was formerly known as Exterran Holdings, Inc. and changed its name to Archrock, Inc. in November 2015. Archrock, Inc. was founded in 1990 and is headquartered in Houston, Texas."
8991,AROW,NMS,Arrow Financial Corporation,29.450,0.000,0.000,29.398,29.898,12657,29.450,29.290,20.790,35.880,30.622,NULL,28.776,27582,27533,United States,Financial Services,Banks—Regional,NULL,0.411,0.333,14983083,90155,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8992,ARPO,NCM,"Aerpio Pharmaceuticals, Inc.",1.490,1.500,1.470,1.380,1.500,2325771,1.490,1.460,0.420,2.310,1.158,NULL,1.398,2549467,3296750,United States,Healthcare,Biotechnology,NULL,0.000,-0.270,34928584,869035,1607990400,12,1.0040,NULL,-4043797.00,47111700,0.310,us_market,"Aerpio Pharmaceuticals, Inc., a biopharmaceutical company, focuses on developing and commercializing compounds for the treatment of ocular diseases and diabetic complications. The company's lead product candidate is razuprotafib, a small molecule activator of the Tie2 pathway, which completed the Phase IIb clinical trial for the treatment of diabetic retinopathy. It also develops ARP-1536, a humanized monoclonal antibody that is in preclinical development stage for the treatment of diabetic vascular complications; GB004, a selective stabilizer of hypoxia-inducible factor-1 alpha, which is in a Phase 1b clinical trial for the treatment of inflammatory bowel disease; and bispecific antibody for the treatment for wet age-related macular degeneration and DME through intravitreal injection. Aerpio Pharmaceuticals, Inc. has a collaboration with Quantum Leap Healthcare Collaborative for the evaluation of razuprotafib in the treatment of acute respiratory distress syndrome in adult patients with moderate to severe COVID-19. The company is headquartered in Cincinnati, Ohio."
8993,ARQT,NMS,"Arcutis Biotherapeutics, Inc.",35.690,36.290,35.270,33.070,36.890,480106,35.690,35.580,17.100,40.880,28.563,NULL,25.598,214430,448683,United States,Healthcare,Biotechnology,NULL,0.000,0.000,20570780,1652269,1607990400,53,-13.3790,NULL,-114197000.00,43634500,7.990,us_market,"Arcutis Biotherapeutics, Inc., a biopharmaceutical company, focuses on developing and commercializing treatments for dermatological diseases. Its lead product candidate is ARQ-151, a topical cream formulation of roflumilast that is in Phase III clinical trials for the treatment of plaque psoriasis and atopic dermatitis. The company is also developing ARQ-154, a topical foam formulation of ARQ-151 for the treatment of seborrheic dermatitis and scalp psoriasis; ARQ-252, a selective topical small molecule inhibitor of janus kinase type 1 for hand eczema and other inflammatory dermatoses; and ARQ-255, a topical formulation of ARQ-252 designed to reach deeper into the skin to the postulated site of inflammation in alopecia areata. The company was formerly known as Arcutis, Inc. and changed its name to Arcutis Biotherapeutics, Inc. in October 2019. Arcutis Biotherapeutics, Inc. was founded in 2016 and is headquartered in Westlake Village, California."
8994,ARR,NYQ,"ARMOUR Residential REIT, Inc.",11.480,0.000,0.000,11.410,11.665,1274752,11.480,11.420,4.950,21.150,10.968,NULL,10.149,1050824,988933,United States,Real Estate,REIT—Mortgage,NULL,NULL,0.000,63769559,5128601,1607990400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8995,ARRY,NGM,"Array Technologies, Inc.",42.150,43.500,43.300,41.570,43.840,1988624,42.150,41.030,29.050,54.780,44.961,NULL,42.054,2130869,1532783,United States,Technology,Solar,NULL,0.000,0.104,110760764,4715161,1607990400,369,3.1440,NULL,95625000.00,126994000,2.010,us_market,"Array Technologies, Inc. provides solar tracking solutions and services for utility-scale projects. Its products include DuraTrack HZ v3, a single-axis solar tracking system; and SmarTrack, a machine learning software that automatically adjusts module angles in response to weather and site conditions. The company was founded in 1989 and is based in Albuquerque, New Mexico with additional offices in Europe, Central America, and Australia."
8996,ARTL,NCM,"Artelo Biosciences, Inc.",1.720,1.280,1.270,1.230,1.720,66883990,1.720,1.040,0.451,2.650,0.855,NULL,0.835,2777988,2448016,United States,Healthcare,Biotechnology,NULL,0.000,0.000,12686007,1061390,1607990400,3,0.5990,NULL,-4783146.00,15711600,0.330,us_market,"Artelo Biosciences, Inc., a clinical stage biopharmaceutical company, focuses on developing and commercializing treatments to modulate the endocannabinoid system. Its product candidate pipeline includes ART27.13, a synthetic G protein-coupled receptor agonist, which is in Phase 1 clinical trial for the treatment of anorexia associated with cancer; ART12.11, a synthetic cannabidiol cocrystal for the treatment of inflammatory bowel disease and post-traumatic stress disorder (PTSD); and ART26.12, a fatty acid binding protein 5 inhibitor for prostate and breast cancer treatment, as well as for treating PTSD. The company was formerly known as Reactive Medical, Inc. and changed its name to Artelo Biosciences, Inc. in April 2017. Artelo Biosciences, Inc. was founded in 2011 and is headquartered in La Jolla, California."
8997,ARTNA,NMS,Artesian Resources Corporation,40.940,0.000,37.600,40.160,41.020,24723,40.940,40.580,30.010,41.450,38.137,NULL,36.661,22851,31616,United States,Utilities,Utilities—Regulated Water,NULL,0.558,0.192,8322609,90875,1607990400,239,17.7570,0.14,16802000.00,8459520,3.700,us_market,"Artesian Resources Corporation, through its subsidiaries, provides water, wastewater, and other services on the Delmarva Peninsula. The company distributes and sells water to residential, commercial, industrial, governmental, municipal, and utility customers, as well as for public and private fire protection in the states of Delaware, Maryland, and Pennsylvania; and offers wastewater collection, treatment infrastructure, and wastewater services to customers in Delaware. It also provides contract water and wastewater services; water, sewer, and internal service line protection plans; and wastewater management services, as well as design, construction, and engineering services. In addition, the company offers services to other water utilities, including operations and billing functions; owns real estate properties, including land for office buildings, a water treatment plant, and wastewater facility; and provides designing, installing, maintaining, and repairing services for storm water management systems. As of December 31, 2019, it served approximately 87,800 metered water customers in Delaware, 2,500 metered water customers in Maryland, and 40 customers in Pennsylvania through 1,331 miles of transmission and distribution mains. Artesian Resources Corporation was founded in 1905 and is headquartered in Newark, Delaware."
